,hit,points.total,points.position,hitter,set,oss,dig,opponent,result,order
,kill,15,1,t,1,0,1,uwsp,1,45
,attempt,16,2,t,1,0,1,uwsp,1,45
,kill,16,2,nic,1,0,1,uwsp,1,45
,kill,18,2,nic,1,0,0,uwsp,1,45
,kill,20,2,t,1,0,1,uwsp,1,45
,attempt,22,2,cat,1,0,0,uwsp,1,45
,attempt,22,2,t,1,1,0,uwsp,1,45
,kill,22,2,cat,1,0,1,uwsp,1,45
,attempt,24,2,kate,1,0,0,uwsp,1,45
,error,24,2,cat,1,1,1,uwsp,1,45
,kill,25,1,kate,1,0,0,uwsp,1,45
,kill,26,2,cat,1,0,1,uwsp,1,45
,attempt,28,4,cat,1,1,1,uwsp,1,45
,kill,28,4,nic,1,0,1,uwsp,1,45
,kill,29,5,cat,1,1,1,uwsp,1,45
,kill,32,8,cat,1,0,1,uwsp,1,45
,attempt,33,9,gully,1,1,1,uwsp,1,45
,attempt,33,9,gully,1,0,1,uwsp,1,45
,kill,33,9,nic,1,0,0,uwsp,1,45
,kill,34,10,gully,1,1,1,uwsp,1,45
,error,36,12,nic,1,0,1,uwsp,1,45
,attempt,37,11,cat,1,1,0,uwsp,1,45
,kill,37,11,cat,1,0,0,uwsp,1,45
,attempt,1,-1,t,2,0,0,uwsp,0,46
,error,5,-3,kate,2,0,0,uwsp,0,46
,error,6,-4,gully,2,0,0,uwsp,0,46
,kill,7,-5,kate,2,0,0,uwsp,0,46
,attempt,10,-2,gully,2,1,1,uwsp,0,46
,kill,10,-2,cat,2,1,1,uwsp,0,46
,attempt,13,-3,gully,2,1,0,uwsp,0,46
,kill,14,-4,cat,2,0,0,uwsp,0,46
,kill,15,-3,nic,2,0,0,uwsp,0,46
,attempt,19,-3,nic,2,0,0,uwsp,0,46
,attempt,19,-3,t,2,0,0,uwsp,0,46
,kill,21,-3,kate,2,0,0,uwsp,0,46
,kill,22,-2,cat,2,1,1,uwsp,0,46
,kill,24,-2,cat,2,0,0,uwsp,0,46
,attempt,27,1,kate,2,0,1,uwsp,0,46
,attempt,28,0,kate,2,0,0,uwsp,0,46
,attempt,29,-1,cat,2,0,0,uwsp,0,46
,error,31,-1,cat,2,0,0,uwsp,0,46
,attempt,32,-2,nic,2,0,0,uwsp,0,46
,kill,34,-4,cat,2,0,0,uwsp,0,46
,kill,36,-4,gully,2,0,0,uwsp,0,46
,attempt,38,-4,any,2,0,0,uwsp,0,46
,attempt,39,-5,any,2,0,0,uwsp,0,46
,kill,39,-5,t,2,0,0,uwsp,0,46
,error,41,-5,kate,2,0,0,uwsp,0,46
,error,42,-4,t,2,0,1,uwsp,0,46
,kill,43,-5,cat,2,0,0,uwsp,0,46
,attempt,0,0,kate,3,0,0,uwsp,0,47
,kill,1,-1,cat,3,0,0,uwsp,0,47
,attempt,1,-1,cat,3,0,0,uwsp,0,47
,kill,3,1,gully,3,0,0,uwsp,0,47
,attempt,5,1,cat,3,0,0,uwsp,0,47
,attempt,7,1,gully,3,0,0,uwsp,0,47
,kill,8,0,nic,3,0,0,uwsp,0,47
,kill,10,0,nic,3,0,0,uwsp,0,47
,attempt,13,-1,any,3,1,0,uwsp,0,47
,attempt,13,-1,t,3,1,0,uwsp,0,47
,attempt,13,-1,t,3,0,1,uwsp,0,47
,attempt,13,-1,any,3,1,1,uwsp,0,47
,attempt,14,-2,nic,3,0,0,uwsp,0,47
,kill,14,-2,any,3,0,1,uwsp,0,47
,attempt,16,-2,kate,3,0,0,uwsp,0,47
,kill,16,-2,t,3,0,1,uwsp,0,47
,attempt,17,-1,kate,3,0,1,uwsp,0,47
,attempt,17,-1,cat,3,1,0,uwsp,0,47
,kill,17,-1,kate,3,0,1,uwsp,0,47
,attempt,19,-1,cat,3,0,0,uwsp,0,47
,attempt,19,-1,cat,3,0,1,uwsp,0,47
,kill,23,-3,gully,3,0,0,uwsp,0,47
,attempt,25,-3,gully,3,0,0,uwsp,0,47
,error,25,-3,nic,3,0,1,uwsp,0,47
,error,26,-4,gully,3,0,0,uwsp,0,47
,error,27,-5,cat,3,0,0,uwsp,0,47
,attempt,28,-6,gully,3,1,0,uwsp,0,47
,error,29,-7,cat,3,0,1,uwsp,0,47
,attempt,30,-8,cat,3,0,0,uwsp,0,47
,attempt,30,-8,gully,3,0,1,uwsp,0,47
,attempt,30,-8,gully,3,1,1,uwsp,0,47
,error,30,-8,gully,3,0,0,uwsp,0,47
,error,32,-10,cat,3,0,0,uwsp,0,47
,kill,33,-11,gully,3,0,0,uwsp,0,47
,kill,36,-12,gully,3,0,1,uwsp,0,47
,attempt,1,-1,kate,4,0,0,uwsp,0,48
,attempt,1,-1,cat,4,0,1,uwsp,0,48
,attempt,1,-1,t,4,1,1,uwsp,0,48
,attempt,1,-1,kate,4,0,1,uwsp,0,48
,error,1,-1,t,4,0,0,uwsp,0,48
,kill,2,-2,kate,4,0,0,uwsp,0,48
,error,4,-2,gully,4,0,0,uwsp,0,48
,attempt,6,-4,kate,4,0,0,uwsp,0,48
,error,6,-4,gully,4,0,1,uwsp,0,48
,attempt,7,-5,cat,4,0,0,uwsp,0,48
,error,7,-5,gully,4,1,0,uwsp,0,48
,attempt,8,-6,gully,4,0,0,uwsp,0,48
,error,9,-7,gully,4,0,0,uwsp,0,48
,attempt,10,-8,gully,4,0,0,uwsp,0,48
,attempt,10,-8,cat,4,0,1,uwsp,0,48
,attempt,11,-9,kate,4,0,0,uwsp,0,48
,kill,12,-8,cat,4,1,1,uwsp,0,48
,kill,13,-7,cat,4,1,1,uwsp,0,48
,kill,14,-6,nic,4,0,1,uwsp,0,48
,kill,16,-4,gully,4,1,1,uwsp,0,48
,kill,17,-3,nic,4,0,1,uwsp,0,48
,kill,18,-2,cat,4,0,0,uwsp,0,48
,error,21,-3,cat,4,0,0,uwsp,0,48
,attempt,22,-4,gully,4,1,0,uwsp,0,48
,attempt,25,-3,gully,4,0,0,uwsp,0,48
,attempt,25,-3,gully,4,0,0,uwsp,0,48
,attempt,28,-2,nic,4,0,0,uwsp,0,48
,attempt,28,-2,t,4,0,1,uwsp,0,48
,attempt,28,-2,t,4,0,0,uwsp,0,48
,kill,28,-2,any,4,1,1,uwsp,0,48
,kill,29,-1,any,4,0,1,uwsp,0,48
,attempt,30,0,kate,4,0,0,uwsp,0,48
,attempt,30,0,t,4,0,0,uwsp,0,48
,attempt,30,0,t,4,1,1,uwsp,0,48
,attempt,30,0,t,4,1,0,uwsp,0,48
,attempt,30,0,any,4,0,0,uwsp,0,48
,attempt,33,1,t,4,1,1,uwsp,0,48
,kill,33,1,cat,4,0,1,uwsp,0,48
,attempt,36,0,kate,4,0,0,uwsp,0,48
,attempt,37,1,gully,4,0,1,uwsp,0,48
,attempt,40,-2,gully,4,0,0,uwsp,0,48
,kill,40,-2,kate,4,0,0,uwsp,0,48
,kill,41,-1,cat,4,1,1,uwsp,0,48
,kill,42,0,nic,4,0,1,uwsp,0,48
,kill,45,1,any,4,0,0,uwsp,0,48
,attempt,46,2,gully,4,0,1,uwsp,0,48
,attempt,47,1,any,4,1,1,uwsp,0,48
,attempt,48,0,nic,4,0,0,uwsp,0,48
,kill,48,0,any,4,0,1,uwsp,0,48
,attempt,50,0,any,4,0,0,uwsp,0,48
,attempt,51,-1,nic,4,0,0,uwsp,0,48
,attempt,52,0,t,4,0,1,uwsp,0,48
,error,52,0,any,4,1,1,uwsp,0,48
,error,53,-1,t,4,0,0,uwsp,0,48
,error,0,0,cat,3,0,0,northwestern,0,51
,attempt,1,-1,cat,3,0,0,northwestern,0,51
,attempt,1,-1,t,3,0,1,northwestern,0,51
,attempt,1,-1,cat,3,0,1,northwestern,0,51
,kill,3,-1,kate,3,0,0,northwestern,0,51
,kill,6,0,nic,3,0,1,northwestern,0,51
,attempt,7,1,any,3,0,1,northwestern,0,51
,attempt,8,0,gully,3,0,0,northwestern,0,51
,attempt,9,-1,gully,3,0,0,northwestern,0,51
,attempt,11,-1,t,3,0,0,northwestern,0,51
,error,11,-1,t,3,0,1,northwestern,0,51
,kill,13,-3,any,3,0,0,northwestern,0,51
,attempt,18,-4,kate,3,0,0,northwestern,0,51
,error,18,-4,cat,3,0,0,northwestern,0,51
,attempt,19,-5,kate,3,0,0,northwestern,0,51
,kill,19,-5,t,3,0,1,northwestern,0,51
,kill,22,-6,gully,3,0,0,northwestern,0,51
,error,23,-5,gully,3,0,1,northwestern,0,51
,error,24,-6,cat,3,0,0,northwestern,0,51
,attempt,25,-7,nic,3,0,0,northwestern,0,51
,kill,26,-8,cat,3,0,0,northwestern,0,51
,error,28,-8,gully,3,0,0,northwestern,0,51
,attempt,30,-10,any,3,0,1,northwestern,0,51
,attempt,32,-10,nic,3,1,0,northwestern,0,51
,attempt,32,-10,t,3,0,1,northwestern,0,51
,attempt,32,-10,any,3,0,1,northwestern,0,51
,kill,32,-10,nic,3,0,1,northwestern,0,51
,attempt,33,-9,t,3,0,1,northwestern,0,51
,kill,35,-9,any,3,0,0,northwestern,0,51
,kill,38,-8,kate,3,0,0,northwestern,0,51
,attempt,39,-7,cat,3,0,1,northwestern,0,51
,attempt,41,-7,cat,3,0,1,northwestern,0,51
,kill,1,1,kate,2,0,1,northwestern,0,50
,attempt,4,1,kate,2,0,0,northwestern,0,50
,attempt,5,1,gully,2,0,0,northwestern,0,50
,kill,6,0,kate,2,0,0,northwestern,0,50
,kill,7,1,cat,2,0,1,northwestern,0,50
,kill,9,1,cat,2,0,0,northwestern,0,50
,attempt,11,1,gully,2,0,0,northwestern,0,50
,kill,12,0,gully,2,0,0,northwestern,0,50
,kill,15,-1,t,2,0,0,northwestern,0,50
,attempt,17,-1,any,2,0,0,northwestern,0,50
,attempt,18,0,kate,2,0,1,northwestern,0,50
,attempt,18,0,any,2,1,1,northwestern,0,50
,attempt,19,-1,t,2,0,0,northwestern,0,50
,kill,19,-1,cat,2,0,1,northwestern,0,50
,error,21,-1,cat,2,0,1,northwestern,0,50
,attempt,21,-1,kate,2,0,0,northwestern,0,50
,attempt,23,-3,gully,2,0,0,northwestern,0,50
,attempt,26,-6,kate,2,0,0,northwestern,0,50
,error,26,-6,gully,2,0,1,northwestern,0,50
,attempt,27,-7,gully,2,0,0,northwestern,0,50
,attempt,27,-7,cat,2,0,1,northwestern,0,50
,error,27,-7,cat,2,1,1,northwestern,0,50
,attempt,28,-8,kate,2,0,0,northwestern,0,50
,attempt,28,-8,cat,2,0,0,northwestern,0,50
,kill,31,-9,nic,2,0,0,northwestern,0,50
,attempt,33,-9,gully,2,0,0,northwestern,0,50
,error,34,-10,nic,2,0,0,northwestern,0,50
,kill,35,-11,gully,2,0,0,northwestern,0,50
,error,36,-10,any,2,1,1,northwestern,0,50
,attempt,0,0,t,1,1,0,northwestern,0,49
,error,2,-2,cat,1,0,0,northwestern,0,49
,attempt,3,-3,kate,1,0,0,northwestern,0,49
,kill,5,-5,cat,1,0,0,northwestern,0,49
,kill,7,-5,gully,1,0,0,northwestern,0,49
,kill,10,-4,nic,1,0,0,northwestern,0,49
,error,12,-4,nic,1,0,0,northwestern,0,49
,kill,13,-5,gully,1,0,0,northwestern,0,49
,kill,15,-5,nic,1,0,0,northwestern,0,49
,error,17,-5,any,1,0,0,northwestern,0,49
,kill,22,-4,kate,1,0,0,northwestern,0,49
,error,24,-4,cat,1,0,0,northwestern,0,49
,attempt,25,-5,gully,1,0,0,northwestern,0,49
,error,26,-6,gully,1,0,0,northwestern,0,49
,attempt,27,-7,kate,1,0,0,northwestern,0,49
,kill,28,-8,kate,1,0,0,northwestern,0,49
,kill,30,-8,gully,1,0,0,northwestern,0,49
,attempt,32,-8,gully,1,0,1,northwestern,0,49
,attempt,32,-8,nic,1,0,1,northwestern,0,49
,kill,32,-8,nic,1,0,0,northwestern,0,49
,attempt,34,-8,nic,1,0,0,northwestern,0,49
,kill,34,-8,any,1,0,0,northwestern,0,49
,attempt,35,-7,kate,1,0,1,northwestern,0,49
,error,35,-7,t,1,0,0,northwestern,0,49
,attempt,36,-8,kate,1,0,0,northwestern,0,49
,error,36,-8,any,1,0,0,northwestern,0,49
,attempt,38,-10,any,1,0,0,northwestern,0,49
,attempt,1,-1,t,3,0,0,macalester,1,54
,attempt,1,-1,t,3,0,1,macalester,1,54
,kill,2,-2,cat,3,0,0,macalester,1,54
,attempt,6,2,cat,3,1,1,macalester,1,54
,error,8,2,cat,3,0,0,macalester,1,54
,attempt,9,1,nic,3,0,0,macalester,1,54
,kill,9,1,cat,3,0,0,macalester,1,54
,attempt,11,1,gully,3,0,0,macalester,1,54
,error,11,1,any,3,0,1,macalester,1,54
,kill,12,0,gully,3,0,0,macalester,1,54
,attempt,13,1,any,3,0,0,macalester,1,54
,kill,14,0,t,3,0,0,macalester,1,54
,attempt,15,1,any,3,0,1,macalester,1,54
,attempt,15,1,t,3,0,1,macalester,1,54
,attempt,16,2,any,3,0,0,macalester,1,54
,kill,16,2,any,3,0,1,macalester,1,54
,kill,18,2,kate,3,0,0,macalester,1,54
,attempt,21,5,t,3,0,1,macalester,1,54
,attempt,22,4,kate,3,0,0,macalester,1,54
,attempt,22,4,kate,3,0,1,macalester,1,54
,kill,22,4,cat,3,1,0,macalester,1,54
,attempt,24,4,cat,3,1,0,macalester,1,54
,attempt,24,4,cat,3,1,0,macalester,1,54
,attempt,25,3,kate,3,0,0,macalester,1,54
,error,26,2,gully,3,0,0,macalester,1,54
,error,27,1,cat,3,0,0,macalester,1,54
,kill,28,0,kate,3,0,0,macalester,1,54
,attempt,29,1,cat,3,1,1,macalester,1,54
,kill,29,1,cat,3,0,0,macalester,1,54
,attempt,31,1,nic,3,0,0,macalester,1,54
,kill,33,3,any,3,0,1,macalester,1,54
,error,35,3,gully,3,0,0,macalester,1,54
,error,36,2,gully,3,0,0,macalester,1,54
,kill,42,4,any,3,0,0,macalester,1,54
,kill,44,4,kate,3,0,0,macalester,1,54
,kill,0,0,cat,2,1,1,macalester,1,53
,error,2,2,kate,2,0,1,macalester,1,53
,error,5,1,kate,2,0,0,macalester,1,53
,attempt,7,1,cat,2,0,1,macalester,1,53
,attempt,7,1,cat,2,1,1,macalester,1,53
,error,7,1,cat,2,0,1,macalester,1,53
,kill,8,0,gully,2,0,0,macalester,1,53
,kill,10,2,gully,2,0,1,macalester,1,53
,attempt,12,4,gully,2,1,0,macalester,1,53
,error,12,4,gully,2,0,1,macalester,1,53
,kill,13,3,gully,2,0,0,macalester,1,53
,kill,15,3,any,2,0,0,macalester,1,53
,kill,18,6,any,2,0,1,macalester,1,53
,kill,20,8,any,2,0,0,macalester,1,53
,kill,21,9,kate,2,0,1,macalester,1,53
,kill,22,10,kate,2,0,0,macalester,1,53
,attempt,23,11,any,2,0,0,macalester,1,53
,kill,23,11,any,2,0,0,macalester,1,53
,kill,25,11,any,2,0,0,macalester,1,53
,kill,27,11,cat,2,0,0,macalester,1,53
,kill,29,11,gully,2,0,0,macalester,1,53
,attempt,31,11,cat,2,0,0,macalester,1,53
,error,31,11,t,2,0,1,macalester,1,53
,attempt,33,9,cat,2,0,0,macalester,1,53
,kill,33,9,gully,2,0,0,macalester,1,53
,kill,37,9,gully,2,0,0,macalester,1,53
,kill,38,10,any,2,0,1,macalester,1,53
,kill,0,0,kate,1,0,0,macalester,1,52
,attempt,5,5,kate,1,0,0,macalester,1,52
,attempt,5,5,gully,1,1,1,macalester,1,52
,kill,7,5,cat,1,0,0,macalester,1,52
,attempt,8,6,gully,1,0,1,macalester,1,52
,error,8,6,cat,1,0,0,macalester,1,52
,attempt,9,5,nic,1,0,0,macalester,1,52
,attempt,9,5,nic,1,0,1,macalester,1,52
,attempt,14,2,gully,1,0,0,macalester,1,52
,kill,15,1,gully,1,0,0,macalester,1,52
,kill,16,2,nic,1,0,1,macalester,1,52
,attempt,18,4,any,1,1,1,macalester,1,52
,attempt,20,6,any,1,0,1,macalester,1,52
,kill,20,6,any,1,0,1,macalester,1,52
,error,22,6,t,1,1,0,macalester,1,52
,kill,23,5,any,1,0,0,macalester,1,52
,attempt,25,5,kate,1,0,0,macalester,1,52
,attempt,25,5,kate,1,0,0,macalester,1,52
,kill,25,5,t,1,0,0,macalester,1,52
,kill,27,7,t,1,0,1,macalester,1,52
,attempt,28,8,kate,1,0,0,macalester,1,52
,kill,28,8,cat,1,0,0,macalester,1,52
,kill,31,11,t,1,1,1,macalester,1,52
,kill,33,13,t,1,0,1,macalester,1,52
,attempt,0,0,kate,3,0,0,hamline,1,57
,error,0,0,t,3,0,0,hamline,1,57
,kill,1,-1,cat,3,0,0,hamline,1,57
,attempt,2,0,cat,3,0,1,hamline,1,57
,attempt,2,0,cat,3,1,1,hamline,1,57
,attempt,2,0,kate,3,0,0,hamline,1,57
,attempt,2,0,gully,3,0,1,hamline,1,57
,attempt,2,0,kate,3,0,0,hamline,1,57
,attempt,2,0,gully,3,0,1,hamline,1,57
,kill,2,0,gully,3,0,0,hamline,1,57
,kill,3,1,gully,3,0,0,hamline,1,57
,attempt,4,2,cat,3,0,1,hamline,1,57
,error,5,1,gully,3,0,0,hamline,1,57
,attempt,6,0,cat,3,0,0,hamline,1,57
,attempt,6,0,cat,3,1,1,hamline,1,57
,error,7,-1,kate,3,0,0,hamline,1,57
,kill,9,-3,cat,3,0,0,hamline,1,57
,attempt,10,-2,cat,3,1,1,hamline,1,57
,kill,10,-2,nic,3,0,0,hamline,1,57
,attempt,11,-1,nic,3,0,1,hamline,1,57
,kill,11,-1,gully,3,0,1,hamline,1,57
,attempt,15,1,nic,3,0,0,hamline,1,57
,kill,18,0,gully,3,1,0,hamline,1,57
,attempt,20,0,t,3,0,0,hamline,1,57
,kill,20,0,any,3,0,0,hamline,1,57
,attempt,21,1,any,3,0,0,hamline,1,57
,kill,21,1,any,3,0,0,hamline,1,57
,attempt,26,4,kate,3,0,1,hamline,1,57
,kill,27,5,cat,3,0,1,hamline,1,57
,attempt,28,6,t,3,0,0,hamline,1,57
,attempt,28,6,t,3,0,1,hamline,1,57
,attempt,29,7,cat,3,0,0,hamline,1,57
,attempt,30,6,t,3,0,1,hamline,1,57
,attempt,30,6,kate,3,0,0,hamline,1,57
,attempt,30,6,cat,3,0,0,hamline,1,57
,attempt,30,6,cat,3,1,0,hamline,1,57
,kill,30,6,kate,3,0,0,hamline,1,57
,attempt,32,6,gully,3,0,0,hamline,1,57
,error,32,6,gully,3,0,0,hamline,1,57
,kill,33,5,gully,3,0,0,hamline,1,57
,kill,36,8,gully,3,0,1,hamline,1,57
,kill,39,7,gully,3,0,0,hamline,1,57
,kill,41,7,gully,3,0,0,hamline,1,57
,kill,0,0,kate,2,0,1,hamline,1,56
,error,3,3,kate,2,0,1,hamline,1,56
,kill,6,2,kate,2,0,0,hamline,1,56
,kill,8,2,cat,2,0,0,hamline,1,56
,kill,10,2,gully,2,0,0,hamline,1,56
,kill,11,3,nic,2,0,0,hamline,1,56
,kill,12,4,any,2,1,1,hamline,1,56
,attempt,13,5,nic,2,0,1,hamline,1,56
,kill,15,5,any,2,0,0,hamline,1,56
,kill,17,5,kate,2,0,0,hamline,1,56
,kill,18,6,cat,2,1,1,hamline,1,56
,error,19,7,cat,2,1,1,hamline,1,56
,error,20,6,cat,2,0,0,hamline,1,56
,attempt,21,5,cat,2,0,0,hamline,1,56
,kill,24,6,cat,2,0,0,hamline,1,56
,kill,26,8,gully,2,0,0,hamline,1,56
,error,29,9,gully,2,0,0,hamline,1,56
,attempt,30,8,cat,2,0,0,hamline,1,56
,kill,31,9,gully,2,0,0,hamline,1,56
,attempt,31,9,gully,2,1,0,hamline,1,56
,kill,31,9,any,2,1,1,hamline,1,56
,kill,32,10,nic,2,0,1,hamline,1,56
,kill,33,11,nic,2,0,0,hamline,1,56
,kill,34,12,any,2,1,1,hamline,1,56
,kill,35,13,gully,2,1,1,hamline,1,56
,kill,1,-1,t,4,0,0,hamline,1,58
,kill,3,-1,kate,4,0,0,hamline,1,58
,error,4,0,cat,4,0,1,hamline,1,58
,error,5,-1,t,4,0,0,hamline,1,58
,kill,8,-2,gully,4,0,0,hamline,1,58
,attempt,10,-2,any,4,0,0,hamline,1,58
,kill,10,-2,t,4,1,0,hamline,1,58
,attempt,12,0,any,4,1,1,hamline,1,58
,attempt,15,-1,cat,4,0,0,hamline,1,58
,attempt,15,-1,kate,4,0,1,hamline,1,58
,error,15,-1,t,4,1,1,hamline,1,58
,attempt,16,-2,kate,4,0,0,hamline,1,58
,kill,16,-2,cat,4,0,0,hamline,1,58
,attempt,17,-1,gully,4,0,1,hamline,1,58
,kill,18,-2,gully,4,0,0,hamline,1,58
,attempt,19,-1,cat,4,1,1,hamline,1,58
,kill,20,0,gully,4,0,1,hamline,1,58
,error,24,2,cat,4,0,0,hamline,1,58
,attempt,26,2,any,4,0,0,hamline,1,58
,attempt,27,1,gully,4,0,0,hamline,1,58
,kill,30,4,nic,4,0,1,hamline,1,58
,attempt,32,4,nic,4,0,0,hamline,1,58
,attempt,32,4,nic,4,0,0,hamline,1,58
,kill,34,4,kate,4,0,0,hamline,1,58
,error,36,4,cat,4,0,0,hamline,1,58
,kill,37,3,kate,4,0,0,hamline,1,58
,kill,40,4,kate,4,0,0,hamline,1,58
,attempt,42,4,gully,4,0,0,hamline,1,58
,kill,45,3,gully,4,0,0,hamline,1,58
,kill,0,0,cat,1,0,0,hamline,0,55
,attempt,2,0,gully,1,0,0,hamline,0,55
,error,3,-1,kate,1,0,0,hamline,0,55
,error,5,-3,kate,1,0,0,hamline,0,55
,attempt,6,-4,gully,1,0,0,hamline,0,55
,error,6,-4,cat,1,0,0,hamline,0,55
,attempt,8,-6,kate,1,0,0,hamline,0,55
,error,9,-5,gully,1,0,0,hamline,0,55
,attempt,10,-6,cat,1,0,0,hamline,0,55
,attempt,11,-7,gully,1,0,0,hamline,0,55
,kill,12,-8,gully,1,0,0,hamline,0,55
,kill,13,-7,nic,1,1,0,hamline,0,55
,attempt,14,-6,gully,1,0,1,hamline,0,55
,kill,15,-7,gully,1,0,0,hamline,0,55
,attempt,18,-6,any,1,0,0,hamline,0,55
,kill,18,-6,any,1,0,1,hamline,0,55
,attempt,19,-7,t,1,0,0,hamline,0,55
,kill,19,-7,nic,1,0,1,hamline,0,55
,error,23,-3,t,1,1,1,hamline,0,55
,attempt,24,-4,kate,1,0,0,hamline,0,55
,attempt,24,-4,kate,1,0,1,hamline,0,55
,attempt,27,-3,t,1,0,0,hamline,0,55
,kill,27,-3,cat,1,1,1,hamline,0,55
,attempt,30,-2,cat,1,0,0,hamline,0,55
,kill,30,-2,kate,1,0,0,hamline,0,55
,attempt,31,-1,nic,1,0,0,hamline,0,55
,error,31,-1,gully,1,0,0,hamline,0,55
,error,33,-1,any,1,0,0,hamline,0,55
,error,35,-3,any,1,0,1,hamline,0,55
,attempt,36,-4,gully,1,0,0,hamline,0,55
,kill,38,-2,nic,1,0,0,hamline,0,55
,kill,39,-1,any,1,1,1,hamline,0,55
,kill,41,-1,t,1,0,0,hamline,0,55
,kill,43,-1,kate,1,0,0,hamline,0,55
,attempt,44,0,t,1,0,1,hamline,0,55
,kill,44,0,cat,1,1,1,hamline,0,55
,attempt,0,0,kate,3,0,0,stmarys,1,88
,attempt,0,0,t,3,0,0,stmarys,1,88
,error,0,0,cat,3,0,1,stmarys,1,88
,error,1,-1,cat,3,0,0,stmarys,1,88
,kill,2,-2,kate,3,0,0,stmarys,1,88
,kill,7,-1,any,3,0,0,stmarys,1,88
,error,8,0,gully,3,0,0,stmarys,1,88
,error,9,-1,nic,3,0,0,stmarys,1,88
,kill,10,-2,nic,3,0,0,stmarys,1,88
,attempt,12,-2,t,3,0,0,stmarys,1,88
,attempt,12,-2,any,3,0,0,stmarys,1,88
,kill,14,-2,kate,3,0,0,stmarys,1,88
,attempt,16,-2,t,3,0,0,stmarys,1,88
,attempt,16,-2,cat,3,0,1,stmarys,1,88
,attempt,16,-2,t,3,0,1,stmarys,1,88
,kill,17,-3,cat,3,0,0,stmarys,1,88
,kill,19,-3,kate,3,0,0,stmarys,1,88
,attempt,20,-2,cat,3,1,0,stmarys,1,88
,error,20,-2,cat,3,0,1,stmarys,1,88
,kill,21,-3,gully,3,1,0,stmarys,1,88
,attempt,24,-4,gully,3,0,0,stmarys,1,88
,kill,25,-3,nic,3,0,1,stmarys,1,88
,attempt,26,-2,nic,3,0,0,stmarys,1,88
,attempt,26,-2,any,3,1,1,stmarys,1,88
,kill,28,-4,t,3,0,0,stmarys,1,88
,attempt,31,-3,kate,3,0,0,stmarys,1,88
,kill,33,-3,kate,3,0,1,stmarys,1,88
,attempt,34,-2,kate,3,0,0,stmarys,1,88
,error,34,-2,t,3,0,1,stmarys,1,88
,kill,35,-3,kate,3,0,0,stmarys,1,88
,attempt,36,-2,gully,3,1,1,stmarys,1,88
,attempt,36,-2,kate,3,0,1,stmarys,1,88
,kill,36,-2,cat,3,1,1,stmarys,1,88
,attempt,38,-2,gully,3,1,0,stmarys,1,88
,kill,38,-2,cat,3,0,1,stmarys,1,88
,kill,41,-3,cat,3,0,0,stmarys,1,88
,attempt,43,-3,nic,3,0,0,stmarys,1,88
,kill,44,-2,t,3,0,1,stmarys,1,88
,kill,45,-1,t,3,0,1,stmarys,1,88
,attempt,46,0,t,3,1,0,stmarys,1,88
,attempt,46,0,t,3,0,1,stmarys,1,88
,kill,0,0,cat,2,1,1,stmarys,1,87
,attempt,1,1,kate,2,0,1,stmarys,1,87
,kill,1,1,kate,2,0,1,stmarys,1,87
,attempt,4,2,cat,2,0,0,stmarys,1,87
,kill,4,2,kate,2,0,1,stmarys,1,87
,kill,5,3,cat,2,0,1,stmarys,1,87
,kill,6,4,kate,2,0,1,stmarys,1,87
,attempt,8,6,cat,2,0,0,stmarys,1,87
,attempt,8,6,gully,2,1,0,stmarys,1,87
,kill,8,6,gully,2,1,1,stmarys,1,87
,attempt,11,5,cat,2,0,0,stmarys,1,87
,attempt,13,3,gully,2,0,0,stmarys,1,87
,attempt,14,2,gully,2,0,0,stmarys,1,87
,kill,15,1,kate,2,0,1,stmarys,1,87
,attempt,17,1,nic,2,0,0,stmarys,1,87
,kill,17,1,cat,2,0,0,stmarys,1,87
,kill,19,3,nic,2,0,1,stmarys,1,87
,kill,20,4,nic,2,0,1,stmarys,1,87
,kill,21,4,gully,2,0,0,stmarys,1,87
,kill,28,8,nic,2,0,0,stmarys,1,87
,attempt,32,10,kate,2,0,0,stmarys,1,87
,attempt,33,9,t,2,1,1,stmarys,1,87
,error,33,9,mandy,2,0,1,stmarys,1,87
,error,35,9,t,2,0,1,stmarys,1,87
,attempt,36,8,kate,2,0,0,stmarys,1,87
,attempt,0,0,cat,3,0,0,gustavus,0,98
,attempt,0,0,kate,3,0,0,gustavus,0,98
,attempt,0,0,t,3,1,0,gustavus,0,98
,attempt,0,0,cat,3,1,1,gustavus,0,98
,kill,0,0,t,3,0,0,gustavus,0,98
,attempt,2,0,kate,3,0,0,gustavus,0,98
,attempt,2,0,cat,3,1,1,gustavus,0,98
,kill,4,0,cat,3,1,1,gustavus,0,98
,error,6,0,nic,3,0,0,gustavus,0,98
,kill,7,-1,cat,3,0,0,gustavus,0,98
,error,8,0,gully,3,0,1,gustavus,0,98
,kill,10,-2,gully,3,0,0,gustavus,0,98
,attempt,12,-2,t,3,0,0,gustavus,0,98
,attempt,13,-2,t,3,1,0,gustavus,0,98
,attempt,14,-3,t,3,1,0,gustavus,0,98
,kill,15,-5,t,3,0,0,gustavus,0,98
,kill,17,-5,any,3,0,0,gustavus,0,98
,kill,19,-5,t,3,0,0,gustavus,0,98
,error,20,-4,gully,3,0,1,gustavus,0,98
,attempt,21,-5,cat,3,0,0,gustavus,0,98
,kill,21,-5,gully,3,0,1,gustavus,0,98
,attempt,22,-4,cat,3,1,1,gustavus,0,98
